Index,ProblemSize,Threads,Operation,AvgSqTime,AvgParTime,AvgSpeedup
475,266529,46,2,0.255309,0.024045999999999998,10.619278000000001
476,274606,53,2,0.2620935,0.025017499999999998,10.491218
477,274866,26,2,0.2637745,0.029286,9.006951
478,282718,4,2,0.269922,0.071715,3.7639835
479,288729,30,2,0.2754755,0.028576999999999998,9.640554
480,291463,41,2,0.2779445,0.029189,9.638071
481,295857,35,2,0.28964100000000004,0.0317295,9.235662999999999
482,297870,19,2,0.290607,0.036388500000000004,8.0067965
483,308756,58,2,0.2949425,0.030829000000000002,9.567505
484,309930,30,2,0.2948675,0.030447500000000002,9.686543499999999
485,314238,22,2,0.29880249999999997,0.0359345,8.315843000000001
486,315642,11,2,0.305616,0.0322275,9.4831015
487,320793,40,2,0.306314,0.0267205,11.472984
488,324627,45,2,0.308591,0.025771,11.9812455
489,326475,59,2,0.3122385,0.0604875,6.6014029999999995
490,335682,49,2,0.321987,0.02894,11.1296015
491,336950,43,2,0.32155100000000003,0.0287935,11.1680915
492,340395,9,2,0.322424,0.042839,7.5265265
493,343039,30,2,0.327993,0.035397,9.3273755
494,345745,33,2,0.32965999999999995,0.0317,10.3991995
495,347545,9,2,0.3309065,0.0440685,7.508943
496,351293,55,2,0.334318,0.029789999999999997,11.222401
497,358354,52,2,0.3406255,0.0299195,11.385597
498,361848,27,2,0.3502825,0.036768499999999996,9.52679
499,364472,27,2,0.3467185,0.0362855,9.555332499999999
500,368240,2,2,0.3506275,0.20858100000000002,1.703946
501,370665,6,2,0.352476,0.063773,5.527029000000001
502,373675,17,2,0.359416,0.0447945,8.0352465
503,374334,46,2,0.3562555,0.028453,12.5234725
504,387229,2,2,0.368259,0.190833,1.9297434999999998
505,389170,64,2,0.3732255,0.5200365,0.7182735
506,393508,30,2,0.376998,0.045568,8.446594000000001
507,398752,27,2,0.3827465,0.042942999999999995,8.9723165
508,403701,51,2,0.38571350000000004,0.0346335,11.224233000000002
509,409783,13,2,0.39084949999999996,0.048652,8.384132000000001
510,416056,58,2,0.3956555,0.0328375,12.049564499999999
511,418152,48,2,0.399523,0.0321625,12.423374500000001
512,422762,18,2,0.402278,0.045826500000000006,8.825942
513,427707,37,2,0.421133,0.034147,12.339591
514,428063,3,2,0.41225049999999996,0.14824700000000002,2.785564
515,433567,30,2,0.411835,0.0381305,10.8010185
516,436153,12,2,0.4163605,0.057662500000000005,7.244752
517,441305,36,2,0.43850500000000003,0.0356965,12.2848705
518,447674,32,2,0.4260175,0.037717,11.295282
519,460995,48,2,0.439272,0.0349655,12.563178
520,462003,45,2,0.439047,0.035456,12.382906
521,462574,59,2,0.44393499999999997,0.0383655,11.6611565
522,462656,4,2,0.45375299999999996,0.119449,3.7990795
523,472532,25,2,0.45019299999999995,0.0458485,9.819139499999999
524,487851,12,2,0.4648765,0.0605925,7.6722365
525,495753,27,2,0.4744775,0.046295,10.2494155
526,496482,28,2,0.48673849999999996,0.0452605,10.752773999999999
527,502128,36,2,0.4787985,0.0402035,11.9103755
